pid_assignment,pnrt_audition,pnrt_newclub,pnrt_phone,pnrt_truth,pnrt_food,pnrt_cheat,pnrt_leader,pnrt_skip,pnrt_like,pnrt_challenge,pnrt_personal,pnrt_newlook,pnrt_snuckout,pnrt_newsocial,pnrt_secret,pnrt_sexy,pnrt_beliefs,pnrt_friend,pnrt_sport,pnrt_mph,pnrt_newpeople,pnrt_auditionfreq,pnrt_newclubfreq,pnrt_phonefreq,pnrt_truthfreq,pnrt_foodfreq,pnrt_cheatfreq,pnrt_leaderfreq,pnrt_skipfreq,pnrt_likefreq,pnrt_challengefreq,pnrt_personalfreq,pnrt_newlookfreq,pnrt_snuckoutfreq,pnrt_newsocialfreq,pnrt_secretfreq,pnrt_sexyfreq,pnrt_beliefsfreq,pnrt_friendfreq,pnrt_sportfreq,pnrt_mphfreq,pnrt_newpeoplefreq,pnrt_complete
2012.1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,,1,,1,3,,1,,,1,,1,,,2,,,,1,,,2
2013.1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,,3,3,3,,,,2,,2,,2,2,,3,2,2,,3,2
3077.1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,,,2,,1,,,1,,,,,1,,2,1,1,,1,2
3092.1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,,1,,2,3,2,,,1,2,,1,,2,3,1,1,1,,3,2,2
3072.1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,,1,,1,2,2,1,,,1,,1,,,1,,1,1,2,1,3,2
3104.1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,2,1,1,1,2,1,,,,,1,3,1,2,3,,,2,2
3107.1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,3,,2,3,2,1,3,1,3,,1,,2,3,3,2,1,,,2,2
3106.1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,2,1,,2,3,3,2,,1,1,,2,2,1,1,,1,1,2,,2,2
3098.1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,,1,,,2,1,1,3,,2,,1,,,,,1,1,,,1,2
3117.1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,,1,,2,2,,1,,,,,2,,3,3,,2,1,1,,2,2
3119.1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,,1,1,,1,,1,1,,1,1,,1,,1,1,1,,1,2
3086.1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,3,1,1,3,2,,2,1,2,,3,1,3,2,,2,3,3,,3,2
2014.1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,3,2,1,1,1,,1,1,,1,,2,2,2,1,1,,1,2,2
3094.1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,3,2,2,1,,1,1,1,,1,1,2,2,1,2,2,1,3,3,2
3091.1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,1,,,1,2,2,2,3,3,2,1,3,3,2
3099.1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,2,2,3,3,2,,,,,,3,2,2,3,3,2,3,3,2
3100.1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,,,1,2,3,2,,,,,,2,,2,2,,3,3,1,1,2,2
3101.1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,3,2,3,3,3,2,3,2,1,3,,1,1,3,2,,3,2,3,3,2,2
3105.1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,2,2,2,3,3,3,2,,2,1,3,3,3,3,1,3,2,2,,2,2
3122.1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,2,3,1,3,3,,3,,3,2,,3,,2,3,3,3,2,3,2,2,2
3113.1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,2,2,3,3,,3,,,2,,1,,2,1,,3,3,1,,2,2
3109.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,3,3,1,2,3,2,3,1,1,1,3,2,1,1,1,2
3112.1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,3,2,2,3,3,3,2,3,1,3,,,2,2,3,,3,2,2,3,3,2
3108.1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,,2,,3,3,3,3,2,,2,,3,,,2,,2,1,,,3,2
3121.1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,,1,3,3,3,3,2,2,,2,,2,3,1,2,,2,2,3,,1,2
3123.1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,1,3,,2,1,2,1,2,2,2,2,1,1,1,2,2
3125.1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2,3,3,3,3,,3,,3,,2,2,3,3,,3,1,2,3,2,2
3129.1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,3,3,1,3,3,2,2,3,3,,3,2,3,3,3,2,1,1,2,3,2
3118.1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,3,3,,,2,,1,1,2,2,3,2,2,2,3,2,2
3134.1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,2,1,1,2,3,2,1,1,2,,1,,1,2,1,1,1,2,,1,2
3116.1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,2,2,2,2,3,2,3,,2,3,,2,,1,3,,3,3,2,2,2,2
3131.1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,3,2,3,1,1,2,1,3,,3,,3,3,,3,1,1,2,3,2
3130.1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,2,3,1,,1,,,,,1,,,1,,1,1,1,,1,2
3124.1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,3,3,3,3,2,2,,,2,,2,,2,3,,3,1,1,3,2,2
3128.1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,,1,1,3,3,3,2,,1,2,,3,2,3,3,3,2,1,,2,3,2
3133.1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,1,3,,3,2,2,3,1,2,1,1,1,2,2
3120.1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,2,3,3,3,2,2,1,1,2,,3,1,,3,1,3,3,2,3,3,2
3127.1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,2,3,1,2,,,,,,,2,,1,1,1,1,1,,1,,2
3126.1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,3,2,3,,3,3,3,3,3,3,2,1,3,3,2
2017.1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,,,1,,2,,,2,3,,2,,,1,,,,,,2,2
1028.1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,2
2015.1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,,3,2,2,3,1,1,2,,1,,2,1,,,,1,,1,2
2022.1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,,2,3,1,,,,2,,,,,1,2,1,3,1,,2,2
2016.1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,2,,2,3,,3,,1,3,1,1,,2,3,,,,1,,2,2
2019.1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,3,,,2,,1,1,1,1,3,1,,2,3,,2,1,1,,3,2
1029.1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,,1,0,1,0,1,,1,,3,1,,,,,2,,,3,1,,,3,2,3,,1,2
1030.1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,,0,1,1,0,1,,2,,1,1,,3,,3,1,,1,,2,,,,,1,,2,2
3132.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,2
2018.1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,,,3,2,2,,,1,,,3,,1,3,,2,2,1,1,2,2
1027.1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,,1,1,1,1,1,,1,,1,2,,1,,,1,,1,,,1,,2,1,1,1,1,2
3135.1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3,2,3,3,3,3,3,3,2,1,,1,,1,2,2,3,2,1,3,2,2
3136.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,2,3,2,3,3,2,1,2,2,1,3,2,3,2,3,2,1,2,3,3,2
2021.1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,2,1,,1,,1,3,2,,2,,2,2,,,,3,1,1,,,2
2020.1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,,,2,,3,3,3,1,,3,1,1,,1,,3,1,,,1,2
1031.1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,,,2,3,,,,,1,,,,,,,,,,,,2
2023.1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,,3,3,3,3,3,3,2,2,,2,,2,1,,3,2,2,3,,2
2038.1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,,3,2,3,1,,1,1,,1,,1,3,,2,1,,,1,2
1035.1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,,1,1,1,1,1,2,2,,3,3,,2,,,1,,,,1,1,,3,2,1,2,1,2
1036.1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,,0,1,1,1,1,,3,,,3,,,,,3,,3,,,,,,,1,2,1,2
1032.1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,,1,1,1,1,0,1,1,,,3,1,3,,,1,,3,,2,3,,2,3,2,3,,2
2024.1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,,2,3,2,2,1,,2,,,,,1,,2,1,1,1,1,2
1033.1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,,1,0,0,1,1,2,2,2,2,2,2,1,,,2,3,1,,,2,,1,2,,3,2,2
1034.1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,,1,1,1,1,0,2,2,,1,2,,1,1,1,1,,1,,1,,,1,1,2,1,,2
2025.1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,2,3,2,,3,,1,2,,2,,1,2,,3,3,,,2,2
2027.1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,,1,,3,3,3,3,3,,2,1,3,,3,3,,3,2,2,3,,2
2028.1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,,3,3,,2,1,,1,1,2,1,,3,,3,1,2,3,1,2
2108.1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,,,,3,3,2,1,3,,,1,3,2,1,1,,1,1,,,1,2
2109.1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,,,,3,3,,2,,,1,,,,,,,3,2,,,1,2
2026.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,,,,,,,,,,,,,,2
3137.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2
3999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,2,2
2034.1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,3,2,2,,3,2,2,3,3,3,3,2,3,2,2
2029.1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,2,1,2,3,3,3,2,,1,2,,3,1,3,3,2,3,1,,3,1,2
2030.1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,,,,2,1,,1,,,1,,1,,,1,,2,1,1,2,,2
3138.1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,,1,1,1,1,1,1,2,,,,,,,2,1,1,1,,,1,2
3141.1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,,1,1,,,2,,1,,1,,1,1,1,1,1,1,1,2,2
2031.1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,3,3,3,3,3,,1,3,,2,3,1,3,,3,2,1,3,2,2
1037.1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,,1,0,1,1,1,,1,,3,1,,,2,,1,,3,,1,3,,3,1,1,1,1,2
3139.1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,,3,2,3,3,3,3,3,3,2,2,3,3,2
3140.1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,1,3,3,3,3,,3,,2,,,3,,3,3,3,1,1,3,1,2
1041.1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,,1,1,1,1,1,,1,,3,2,,3,,,1,3,3,,,,,2,3,1,3,3,2
2033.1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,,,2,1,2,,,1,,1,,1,1,,,,1,,1,2
2035.1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,,2,2,1,2,,2,,,1,,1,1,,2,1,,2,2,2
1051.1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,,1,0,1,1,1,,0,,3,2,,,,,,,,0,2,,,2,1,1,0,1,2
2032.1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,,1,,3,2,3,1,1,,,,2,,1,2,,3,2,,1,2,2
1038.1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,,1,0,0,1,1,,1,,3,3,,,,,1,,3,,1,2,,1,1,,1,2,2
1039.1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,,1,1,1,0,1,1,2,,1,3,,,,,3,,3,,2,,,1,2,3,,3,2
3142.1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,3,2,,3,3,3,3,,1,3,,3,,2,2,,3,2,2,2,2,2
1040.1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,,1,1,1,1,1,1,1,,3,3,,,,1,2,,3,,,1,,2,1,1,1,2,2
1046.1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,,,1,,3,,,1,,1,,1,,,1,2,2,2,2,2
2037.1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,,3,,,2,,1,1,,3,,3,2,,2,3,1,,3,2
1074.1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,,1,0,1,0,1,1,1,,,2,,1,,1,2,,1,,0,1,,1,0,1,,1,2
1048.1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,,1,1,0,0,0,,,,3,1,,1,,1,1,,2,,,1,,2,1,,,,2
2036.1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,3,2,3,,3,,1,,,,1,3,2,3,1,1,3,,2
1044.1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,,0,0,0,0,1,1,,,2,1,3,,,,2,,3,,,1,,,,,,2,2
1042.1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,,1,1,0,0,1,,,,3,2,,,,1,2,,,,3,3,,3,3,,,1,2
1045.1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,,1,1,0,1,1,1,,,3,3,,1,,1,1,,2,,3,2,,3,1,,1,2,2
3143.1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,3,1,3,3,3,,1,2,2,1,,3,3,3,2,2,2,3,2,2
1043.1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,,0,0,1,1,1,2,1,,,2,,1,,,2,,2,,1,1,,,,2,3,2,2
2039.1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,2,,3,2,3,2,,,,,1,,,3,,2,1,3,,2,2
1047.1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,,1,1,0,1,0,2,1,,1,1,,1,,,,,2,,,1,,1,1,,1,,2
1050.1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,,0,0,1,0,0,1,2,,,3,,,,,1,,2,,,3,,,,1,,,2
1049.1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,,1,1,1,1,1,,1,,3,1,,,,,1,,2,,,,,3,3,1,3,2,2
2040.1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,,2,3,1,2,,,1,,1,,2,1,,2,1,1,,2,2
2041.1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,2,2,3,3,2,3,,2,3,,2,,,2,3,3,3,3,3,3,2
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2
3144.1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,2,3,3,2,,1,2,1,3,,3,3,,3,2,2,3,2,2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2
2043.1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,,0,0,,0,0,,0,,0,,0,,2,3,,2,1,,,,2
2042.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,1,,,,,,,1,,,,,,,,,,2
3145.1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,3,2,,1,2,1,1,3,2,1,2,3,1,2
1066.1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,,1,1,1,1,1,1,1,,2,1,2,,1,1,2,,1,1,1,1,,2,3,2,2,2,2
2044.1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,,1,1,2,2,,3,,,,,,,3,,,,,3,3,2,2
2051.1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,,2,3,3,3,3,,2,,,1,1,,2,2,,3,0,1,,2,2
2046.1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,,1,1,1,1,1,3,2,3,3,3,3,1,,,3,,2,,3,3,,2,3,3,3,3,2
1055.1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,,1,1,0,0,1,0,1,,,1,,0,0,,0,,,,,,,0,1,,,3,2
2055.1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,,3,3,,2,,,,,2,,1,1,,1,1,1,,,2
1052.1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,,1,1,1,0,0,,1,0,2,3,,1,,,1,,,,,,,2,1,0,,,2
2045.1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,,1,3,3,2,3,2,,,1,,3,,1,2,,3,1,1,3,1,2
1056.1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,,1,0,0,1,0,2,1,,,3,,2,,,0,,,,,3,,3,0,,3,,2
2047.1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,,,,1,,1,3,,1,1,,,,,,,2,1,1,,1,2
2048.1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,,1,2,1,3,2,,1,,2,,,1,,,,2,2,2,3,1,2
1053.1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,,1,1,0,1,1,0,1,,1,2,3,1,1,,1,,2,,1,1,,3,1,,1,1,2
1054.1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,,1,0,0,1,1,,1,,2,1,2,3,1,,,,1,,2,,,1,1,,2,1,2
1060.1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,,1,0,1,0,1,1,1,,,2,,1,,,0,,1,,,,,0,1,1,,1,2
2067.1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,,1,2,1,2,,0,1,0,1,,1,2,0,1,0,,,0,2
1061.1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,1,,3,2,,,,,1,1,1,,1,2,,2,0,1,0,,2
1058.1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,,1,1,1,1,0,1,1,,2,1,,1,,3,,,0,,,1,,2,1,2,1,,2
1059.1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,,1,1,1,1,0,,0,1,2,,1,,,,3,,0,,,,,2,1,3,2,,2
3147.1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,,,2,2,1,1,1,2,,,,2,,0,2,3,2,0,,3,2,2
2059.1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,,2,3,,1,,1,2,,1,,,2,,3,1,1,,2,2
1062.1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,,0,1,1,0,1,1,1,,1,2,,,,1,,,3,,1,3,,,,1,,1,2
1057.1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,,1,1,1,1,0,0,1,,,2,3,1,,1,,,2,,2,1,,3,1,0,3,,2
2049.1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,,1,,1,0,1,2,,0,1,1,1,,2,0,2,1,1,2,,1,2
2060.1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,,,3,2,0,,1,0,1,2,1,2,,3,,3,1,1,1,3,2
2061.1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,2,1,,3,3,1,2,,,1,1,1,,1,3,,3,2,2,,2,2
1068.1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,,1,1,1,1,1,1,1,,3,2,,0,,,1,,,,1,0,,0,0,1,1,1,2
3146.1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,3,3,3,2,2,1,2,1,3,,2,3,3,3,2,1,,2,2
2050.1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,,1,1,,1,,0,3,,,,1,3,,,,1,,1,2
1067.1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,,1,1,1,1,1,0,,3,2,1,3,,,,1,,2,,1,1,,3,2,1,0,1,2
2057.1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,3,2,2,1,2,,,,1,3,,1,,2,1,,1,2,3,1,1,2
2053.1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,2,,3,3,2,3,3,,2,,3,,1,2,,3,1,1,2,2,2
